Application Date,Case Number,Address,Latitude,Longitude,CD#,Community Plan Area,Project Description,Request Type,Applicant Contact
4/22/2015,ZA-2015-1505-PAD-PAB,20060 W VENTURA BLVD 91364,34.1701523,-118.5702044,3,Canoga Park - Winnetka - Woodland Hills - West Hills,DEEMED TO BE APPROVED CONDITIONAL USE FOR A GROCERY STORE AND PROPOSED ON-SITE TASTING AREA,,PAD-PLAN APPROVAL ONLY FOR A DEEMED-TO-BE-APPROVED CU
4/22/2015,ENV-2015-1502-EAF,18047 W BLUE SAIL DR 90272,34.049466,-118.568844,11,Brentwood - Pacific Palisades,NEW 2-STORY ADDITION TO AN EXISTING SFD WITH 2 RETAINING WALLS AND POOL/SPA.,,EAF-ENVIRONMENTAL ASSESSMENT
4/22/2015,ZA-2015-1501-CDP,18047 W BLUE SAIL DR 90272,34.049466,-118.568844,11,Brentwood - Pacific Palisades,NEW 2-STORY ADDITION TO AN EXISTING SFD WITH 2 RETAINING WALLS AND POOL/SPA.,,CDP-COASTAL DEVELOPMENT PERMIT
4/21/2015,ENV-2015-1488-CE,250 S CANYON VIEW DR 90049,34.053396,-118.483083,11,Brentwood - Pacific Palisades,ZONING ADMINISTRATOR?S ADJUSTMENT FOR A 2-FOOT SIDE YARD SETBACK FOR AN EXISTING PORTE COCHERE AND TO ALLOW A 0-FOOT REAR YARD SETBACK AND A 2?6? SIDE YARD SETBACK FOR AN EXISTING ACCESSORY BUILDING.,,CE-CATEGORICAL EXEMPTION
4/21/2015,ZA-2015-1487-ZAA,250 S CANYON VIEW DR 90049,34.053396,-118.483083,11,Brentwood - Pacific Palisades,ZONING ADMINISTRATOR?S ADJUSTMENT FOR A 2-FOOT SIDE YARD SETBACK FOR AN EXISTING PORTE COCHERE AND TO ALLOW A 0-FOOT REAR YARD SETBACK AND A 2?6? SIDE YARD SETBACK FOR AN EXISTING ACCESSORY BUILDING.,,"ZAA-AREA,HEIGHT,YARD,AND BLDG LINE ADJMNTS GT 20% (SLIGHT MODIFICATIONS)"
4/30/2015,ENV-2015-1641-CE,327 N GRENOLA ST 90272,34.0415599,-118.54262,11,Brentwood - Pacific Palisades,THE MAJOR RENOVATION OF THE ONE-STORY DWELLING TO A TWO-STORY DWELLING WITH A NEW POOL/SPA AND DEMOLISION OF A DETACHED RECREATION ROOM,,CE-CATEGORICAL EXEMPTION
4/30/2015,ZA-2015-1642-CDP,327 N GRENOLA ST 90272,34.0415599,-118.54262,11,Brentwood - Pacific Palisades,THE MAJOR RENOVATION OF THE ONE-STORY DWELLING TO A TWO-STORY DWELLING WITH A NEW POOL/SPA AND DEMOLISION OF A DETACHED RECREATION ROOM,,CDP-COASTAL DEVELOPMENT PERMIT
4/23/2015,ZA-2015-1541-CEX,257 N MONTE GRIGIO DR 90272,34.044678,-118.563122,11,Brentwood - Pacific Palisades,"NEW SWIMMING POOL AND SPA COMBO WITH PERGOLA PATIO COVER AND BBQ ISLAND, AND 40 INCHES RETAINING WALL AS PART OF THE POOL.",,CEX-COASTAL EXEMPTION
4/28/2015,ENV-2015-1592-CE,11829 W WILSHIRE BLVD 90049,34.0478675,-118.4632615,11,Brentwood - Pacific Palisades,ALLOW THE SALE OF FULL LINE ALCOHOL FOR ON SITE CONSUMPTION TO AN EXISTING RESTAURANT WHICH WAS PREVIOUSLY GRANTED A CUB,,CE-CATEGORICAL EXEMPTION
4/28/2015,ZA-2009-635-CUB-PA1,11829 W WILSHIRE BLVD 90049,34.0478675,-118.4632615,11,Brentwood - Pacific Palisades,CUB-Conditional Use Beverage-Alcohol,,()-
4/21/2015,ZA-2015-1499-CEX,16715 W BOLLINGER DR 90272,34.04737,-118.544919,11,Brentwood - Pacific Palisades,COASTAL EXEMPTION,,CEX-COASTAL EXEMPTION
4/29/2015,CHC-2015-1612-MAEX,757 N KINGMAN AVE 90402,34.038644,-118.508898,11,Brentwood - Pacific Palisades,MILLS ACT APPLICATION,,MAEX-MILLS ACT EXEMPTION
4/30/2015,ZA-2015-1643-CEX,617 N LAS CASAS AVE 90272,34.046725,-118.542889,11,Brentwood - Pacific Palisades,ADD NEW LAUNDRY ROOM AND NEW COVERED PORCH.,,CEX-COASTAL EXEMPTION
4/28/2015,ENV-2015-1609-CE,17017 W LIVORNO DR 90272,34.042889,-118.549636,11,Brentwood - Pacific Palisades,DEMOLISH SFD AND REPLACE WITH NEW SFD,,CE-CATEGORICAL EXEMPTION
4/28/2015,ZA-2015-1608-CDP,17017 W LIVORNO DR 90272,34.042889,-118.549636,11,Brentwood - Pacific Palisades,DEMOLISH SFD AND REPLACE WITH NEW SFD,,CDP-COASTAL DEVELOPMENT PERMIT
5/1/2015,ZA-2015-1663-CEX,231 N MONTE GRIGIO DR 90272,34.044055,-118.563426,11,Brentwood - Pacific Palisades,NEW POOL/SPA,,CEX-COASTAL EXEMPTION
4/21/2015,ENV-2015-1491-CE,11727 OLYMPIC BLVD,34.0347927,-118.4492873,11,N/A,"TO THE PERMIT THE SALE OF BEER, WINE, & DISTILLED SPIRITS FOR OFF-SITE CONSUMPTION IN CONJUNCTION WITH THE OPERATION OF A SUPERMARKET IN THE M2-1 ZONE.",,CE-CATEGORICAL EXEMPTION
4/21/2015,ZA-1993-1089-CUB-PA1,11727 OLYMPIC BLVD,34.0347927,-118.4492873,11,N/A,CUB-Conditional Use Beverage-Alcohol,,()-
4/29/2015,ZA-2015-1622-CEX,16615 W PEQUENO PL 90272,34.054915,-118.54494,11,Brentwood - Pacific Palisades,NEW POOL AND SPA,,CEX-COASTAL EXEMPTION
5/1/2015,ENV-2015-1675-CE,15120 W SUNSET BLVD 90272,34.0450514,-118.5242657,11,Brentwood - Pacific Palisades,ON-SITE TASTING OF ALCOHOL IN CONJUNCTION WITH AN EXISTING GROCERY STORE.,,CE-CATEGORICAL EXEMPTION
5/1/2015,ZA-2015-1674-PAD-PAB,15120 W SUNSET BLVD 90272,34.0450514,-118.5242657,11,Brentwood - Pacific Palisades,ON-SITE TASTING OF ALCOHOL IN CONJUNCTION WITH AN EXISTING GROCERY STORE.,,PAD-PLAN APPROVAL ONLY FOR A DEEMED-TO-BE-APPROVED CU
4/27/2015,ZA-2015-1579-CEX,16651 W SUNSET BLVD 90272,34.046824,-118.544105,11,Brentwood - Pacific Palisades,ONE-STORY ADDITION OF 11 FEET BY 20 AND ONE-HALF FEET TO AN EXISTING ONE-FAMILY DWELLNG.,,CEX-COASTAL EXEMPTION
4/21/2015,ENV-2015-1485-CE,12057 W WILSHIRE BLVD 90049,34.0448528,-118.4669049,11,Brentwood - Pacific Palisades,PLAN APPROVAL TO INCLUDE ON-STIE TASTING.,,CE-CATEGORICAL EXEMPTION
4/21/2015,ZA-1997-802-CUB-PA1,12057 W WILSHIRE BLVD 90049,34.0448528,-118.4669049,11,Brentwood - Pacific Palisades,CUB-Conditional Use Beverage-Alcohol,,()-
5/6/2015,DIR-2015-1721-SPP,720 N CRANE BLVD 90065,34.1070874,-118.211083,1,Northeast Los Angeles,"CONSTRUCTION OF A NEW SFD 1,606 SF AND TWO CAR GARAGE.",,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
5/6/2015,ENV-2015-1722-EAF,720 N CRANE BLVD 90065,34.1070874,-118.211083,1,Northeast Los Angeles,"CONSTRUCTION OF A NEW SFD 1,606 SF AND TWO CAR GARAGE.",,EAF-ENVIRONMENTAL ASSESSMENT
5/14/2015,DIR-2015-1852-CWC,3802 N GRIFFIN AVE 90031,34.0876183,-118.2075461,1,Northeast Los Angeles,PURSUANT TO LAMC 12.20.3.I CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE HIGHLAND-PARK GARVANZA HPOZ FOR NEW PAINT. FRONT YARD FENCE AND FRONT DOOR SHALL BE PAINTED BENJAMIN MOORE ''RACCOON FUR'' #,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
5/13/2015,AA-2015-1831-COC,348 W MUSEUM DR 90065,34.1012718,-118.2080254,1,Northeast Los Angeles,A CERTIFICATE OF COMPLIANCE,,COC-CERTIFICATE OF COMPLIANCE
5/7/2015,DIR-2015-1755-DRB-SPP-MSP,8624 W ALLENWOOD ROAD 90046,34.118149,-118.38481,4,Bel Air - Beverly Crest,ADDITION TO EXSTING SDF,,DRB-DESIGN REVIEW BOARD
5/7/2015,ENV-2015-1756-CE,8624 W ALLENWOOD ROAD 90046,34.118149,-118.38481,4,Bel Air - Beverly Crest,ADDITION TO EXSTING SDF,,CE-CATEGORICAL EXEMPTION
5/14/2015,ENV-2015-1849-EAF,1635 N BLUE JAY WAY 90069,34.102709,-118.3874,4,Hollywood,"HAUL ROUTE/ This CSV made by Omar Ureta, omaru@theworks.la",,EAF-ENVIRONMENTAL ASSESSMENT
5/13/2015,ENV-2015-1830-EAF,10016 W CHARTER OAK LANE 90210,34.1103337,-118.4379162,5,Bel Air - Beverly Crest,"A ZONING ADMINISTRATOR?S DETERMINATION FOR THE CONSTRUCTION OF A 2,802 S.F.,33? IN HEIGHT, SFD WITH 4 PARKING SPACES ON A VACANT, 13,255 S.F. PARCEL FRONTING A SUBSTANDARD HILLSIDE LIMITED STREET.",,EAF-ENVIRONMENTAL ASSESSMENT
5/13/2015,ZA-2015-1829-ZAD,10016 W CHARTER OAK LANE 90210,34.1103337,-118.4379162,5,Bel Air - Beverly Crest,"A ZONING ADMINISTRATOR?S DETERMINATION FOR THE CONSTRUCTION OF A 2,802 S.F.,33? IN HEIGHT, SFD WITH 4 PARKING SPACES ON A VACANT, 13,255 S.F. PARCEL FRONTING A SUBSTANDARD HILLSIDE LIMITED STREET.",,ZAD-ZA DETERMINATION (PER LAMC 12.27)
5/6/2015,ENV-2015-1725-EAF,8517 W FRANKLIN AVE 90069,34.1007552,-118.3757661,4,Hollywood,PROPOSED PARTIAL STREET IMPROVEMENT OF FRANKLIN WAY (PAPER STREET) THAT WOULD PROVIDE SECONDARY ACCESS FOR A NEW SINGLE-FAMILY RESIDENCE LOCATED AT 8517 FRANKLIN AVENUE.,,EAF-ENVIRONMENTAL ASSESSMENT
5/6/2015,ZA-2015-1724-ZAD,8517 W FRANKLIN AVE 90069,34.1007552,-118.3757661,4,Hollywood,PROPOSED PARTIAL STREET IMPROVEMENT OF FRANKLIN WAY (PAPER STREET) THAT WOULD PROVIDE SECONDARY ACCESS FOR A NEW SINGLE-FAMILY RESIDENCE LOCATED AT 8517 FRANKLIN AVENUE.,,ZAD-ZA DETERMINATION (PER LAMC 12.27)
5/14/2015,ENV-2015-1845-CE,1877 N RISING GLEN ROAD 90069,34.103985,-118.384938,4,Hollywood,FENCES OF STUCCO AND GLASS AUTOMOBILE GATE,,CE-CATEGORICAL EXEMPTION
5/14/2015,ZA-2015-1846-F,1877 N RISING GLEN ROAD 90069,34.103985,-118.384938,4,Hollywood,FENCES OF STUCCO AND GLASS AUTOMOBILE GATE,,F-FENCE HEIGHT
5/7/2015,AA-2015-1757-PMEX,1524 N STONE CANYON ROAD 90077,34.1016019,-118.4544981,5,Bel Air - Beverly Crest,"ADJUST REAR PORTION TIED TO PARCEL 1, PREVIOUSLY ADJUSTED BY PAST CASE AA-2009-2136-PMEX, TO PARCEL 2.",,PMEX-PARCEL MAP EXEMPTION
5/15/2015,CHC-2015-1862-MA,8941 W WONDERLAND PARK AVE 90046,34.1153509,-118.389788,4,Bel Air - Beverly Crest,MILLS ACT APPLICATION,,MA-MILLS ACT
5/8/2015,ENV-2015-1770-EAF,2650 E OLYMPIC BLVD 90023,34.0243869,-118.221179,14,Boyle Heights,CONDITIONAL USE FOR A TELEPACIFIC COMMUNICATIONS WIRELESS TELECOMMUNICATIONS FACILITY.,,EAF-ENVIRONMENTAL ASSESSMENT
5/8/2015,ZA-2015-1769-CUW,2650 E OLYMPIC BLVD 90023,34.0243869,-118.221179,14,Boyle Heights,CONDITIONAL USE FOR A TELEPACIFIC COMMUNICATIONS WIRELESS TELECOMMUNICATIONS FACILITY.,,CUW-CONDITIONAL USE - WIRELESS
5/13/2015,DIR-2015-1833-SPP,7118 N JORDAN AVE 91303,34.1973695,-118.6028273,3,Canoga Park - Winnetka - Woodland Hills - West Hills,"DEMO SFD, CONSTRUCT 2-STY ,9-UNIT APT.",,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
5/13/2015,ENV-2015-1834-CE,7118 N JORDAN AVE 91303,34.1973695,-118.6028273,3,Canoga Park - Winnetka - Woodland Hills - West Hills,"DEMO SFD, CONSTRUCT 2-STY ,9-UNIT APT.",,CE-CATEGORICAL EXEMPTION
5/7/2015,CPC-2015-1741-ZC-CU-SPR,7050 N TOPANGA CANYON BLVD 91303,34.198592,-118.605482,3,Canoga Park - Winnetka - Woodland Hills - West Hills,"NEW MIXED-USE DEVELOPMENT CONSISTING OF RETAIL, STORAGE , DRIVE-THRU RESTAURANTS.",,ZC-ZONE CHANGE
5/7/2015,ENV-2015-1742-EAF,7050 N TOPANGA CANYON BLVD 91303,34.198592,-118.605482,3,Canoga Park - Winnetka - Woodland Hills - West Hills,"NEW MIXED-USE DEVELOPMENT CONSISTING OF RETAIL, STORAGE , DRIVE-THRU RESTAURANTS.",,EAF-ENVIRONMENTAL ASSESSMENT
5/11/2015,ENV-2015-1802-EAF,720 N CAHUENGA BLVD 90038,34.084182,-118.328452,13,Hollywood,CHANGE OF USE FOR A PORTION OF AN EXISTING OFFICE TO A BAR FOR ON-SITE CONSUMPTION OF ALCOHOL FOR MEMBERSHIP USE ONLY,,EAF-ENVIRONMENTAL ASSESSMENT
5/11/2015,ZA-2015-1801-CUB,720 N CAHUENGA BLVD 90038,34.084182,-118.328452,13,Hollywood,CHANGE OF USE FOR A PORTION OF AN EXISTING OFFICE TO A BAR FOR ON-SITE CONSUMPTION OF ALCOHOL FOR MEMBERSHIP USE ONLY,,CUB-Conditional Use Beverage-Alcohol
5/7/2015,ENV-2015-1768-CE,7065 1/2 W SUNSET BLVD 90028,34.0979948,-118.3434964,13,Hollywood,"ON-SITE CONSUMPTION OF ALOCHOL FOR AN EXISTING 2,460 SF RESTAURANT WITH 53 SEATS.",,CE-CATEGORICAL EXEMPTION
5/7/2015,ZA-2015-1767-CUB,7065 1/2 W SUNSET BLVD 90028,34.0979948,-118.3434964,13,Hollywood,"ON-SITE CONSUMPTION OF ALOCHOL FOR AN EXISTING 2,460 SF RESTAURANT WITH 53 SEATS.",,CUB-Conditional Use Beverage-Alcohol
5/7/2015,ZA-2015-1766-MCUP-VCU-SPR,1341 N VINE ST 90028,34.095627,-118.327251,13,Hollywood,"DEMOLITION OF 3 EXISTING BUILDINGS AND CONSTRUCTION OF A NEW 498,599 SF. MIXED-USE PROJECT CONSISTING OF OFFICE AND RETAIL USES WITH 250 DWELLING UNITS OR 200 DWELLING UNITS WITH 100 HOTEL ROOMS.",,MCUP-MASTER CONDITIONAL USE PERMIT
5/12/2015,ENV-2015-1810-EAF,285 W 7TH ST 90731,33.737552,-118.283303,15,San Pedro,"ZV, CUB AND MICROBREWERY, TASTING ROOM AND RESTAURANT",,EAF-ENVIRONMENTAL ASSESSMENT
5/12/2015,ZA-2015-1809-ZV-CUB,285 W 7TH ST 90731,33.737552,-118.283303,15,San Pedro,"ZV, CUB AND MICROBREWERY, TASTING ROOM AND RESTAURANT",,ZV-ZONE VARIANCE
5/6/2015,AA-2015-1717-PMEX,10814 N INDEPENDENCE AVE 91311,34.26922,-118.5907323,12,Chatsworth - Porter Ranch,"LOT LINE ADJUSTMENT - REDUCE THE LOT/PARCEL TO 17,550 AND 87,303.64",,PMEX-PARCEL MAP EXEMPTION
5/6/2015,ENV-2015-1718-CE,10814 N INDEPENDENCE AVE 91311,34.26922,-118.5907323,12,Chatsworth - Porter Ranch,"LOT LINE ADJUSTMENT - REDUCE THE LOT/PARCEL TO 17,550 AND 87,303.64",,CE-CATEGORICAL EXEMPTION
5/11/2015,ZA-2015-1798-CEX,3472 S ALMERIA ST 90731,33.715082,-118.301478,15,San Pedro,REPLACEMENT/INSTALLATION OF EXTERIOR BALCONIES; THE REMODEL OF KITCHEN AND BATHROOMS,,CEX-COASTAL EXEMPTION
5/12/2015,ZA-2015-1814-CEX,2711 S CAROLINA ST 90731,33.71943,-118.29093,15,San Pedro,BATHROOM ADDITION OF 99 SF FOR AN EXISTING SFD,,CEX-COASTAL EXEMPTION
5/13/2015,APCW-2006-8443-SPE-CU-SPR-PA1,4040 S DEL REY AVE 90292,33.9899549,-118.4455864,11,Palms - Mar Vista - Del Rey,SPE-SPECIFIC PLAN EXCEPTION,,()-
5/13/2015,DIR-2015-1826-DB-SPR,4040 S DEL REY AVE 90292,33.9899549,-118.4455864,11,Palms - Mar Vista - Del Rey,"MIXED-USE DEVELOPMENT TO CONSIST OF 165 UNIT CONDOMINIUM AND 10,000 SQ FT OF COMMERCIAL SPACE AND SELF STORAGE FACILITY.",,DB-DENSITY BONUS
5/13/2015,ENV-2015-1827-EAF,4040 S DEL REY AVE 90292,33.9899549,-118.4455864,11,Palms - Mar Vista - Del Rey,"MIXED-USE DEVELOPMENT TO CONSIST OF 165 UNIT CONDOMINIUM AND 10,000 SQ FT OF COMMERCIAL SPACE AND SELF STORAGE FACILITY.",,EAF-ENVIRONMENTAL ASSESSMENT
5/13/2015,TT-73533-CN,4040 S DEL REY AVE 90292,33.9899549,-118.4455864,11,Palms - Mar Vista - Del Rey,"MIXED-USE DEVELOPMENT TO CONSIST OF 165 UNIT CONDOMINIUM AND 10,000 SQ FT OF COMMERCIAL SPACE AND SELF STORAGE FACILITY.",,CN-NEW CONDOMINIUMS
5/4/2015,ENV-2015-1680-EAF,361 S BROADWAY 90013,34.0498203,-118.2491418,14,Central City,"REQUEST TO ALLOW THE SALE OF BEER & WINE FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH THE OPERATION OF A BAR W/LIVE ENTERTAINMENT CONTAINING 28 INDOOR SEATS & 15 OUTDOOR PATIO SEATS, FRM 8AM-2AM DAILY",,EAF-ENVIRONMENTAL ASSESSMENT
5/4/2015,ZA-2015-1679-CUB,361 S BROADWAY 90013,34.0498203,-118.2491418,14,Central City,"REQUEST TO ALLOW THE SALE OF BEER & WINE FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH THE OPERATION OF A BAR W/LIVE ENTERTAINMENT CONTAINING 28 INDOOR SEATS & 15 OUTDOOR PATIO SEATS, FRM 8AM-2AM DAILY",,CUB-Conditional Use Beverage-Alcohol
5/7/2015,CHC-2015-1747-MA,819 S SANTEE ST 90014,34.041159,-118.252285,14,Central City,MILLS ACT APPLICATION,,MA-MILLS ACT
5/5/2015,DIR-2015-1693-COA,3442 S ARLINGTON AVE 90018,34.024291,-118.317302,8,South Los Angeles,NEW SINGLE-STORY DUPLEX AT THE REAR OF PROPERTY AND DEMOLITION OF AN EXISTING GARAGE.,,COA-CERTIFICATE OF APPROPRIATENESS
5/5/2015,ENV-2015-1694-CE,3442 S ARLINGTON AVE 90018,34.024291,-118.317302,8,South Los Angeles,NEW SINGLE-STORY DUPLEX AT THE REAR OF PROPERTY AND DEMOLITION OF AN EXISTING GARAGE.,,CE-CATEGORICAL EXEMPTION
5/5/2015,ENV-2015-1701-EAF,3755 W SANTA ROSALIA DR 90008,34.0095865,-118.3374034,8,West Adams - Baldwin Hills - Leimert,THE SALE OF A FULL LINE OF ALCOHOLIC BEVEAGES IN CONJUNCTION WITH A PROPOSED RESTUARANT,,EAF-ENVIRONMENTAL ASSESSMENT
5/5/2015,ZA-2015-1700-CUB,3755 W SANTA ROSALIA DR 90008,34.0095865,-118.3374034,8,West Adams - Baldwin Hills - Leimert,THE SALE OF A FULL LINE OF ALCOHOLIC BEVEAGES IN CONJUNCTION WITH A PROPOSED RESTUARANT,,CUB-Conditional Use Beverage-Alcohol
5/15/2015,AA-2015-1864-PMLA,16642 W MOORPARK ST 91436,34.159245,-118.495935,5,Encino - Tarzana,TWO-LOT PARCEL MAP,,PMLA-PARCEL MAP
5/15/2015,ENV-2015-1865-CE,16642 W MOORPARK ST 91436,34.159245,-118.495935,5,Encino - Tarzana,TWO-LOT PARCEL MAP,,CE-CATEGORICAL EXEMPTION
5/7/2015,ENV-2015-1754-CE,17237 W VENTURA BLVD 91316,34.1609269,-118.5084514,5,Encino - Tarzana,"A CONDITIONAL USE TO PERMIT THE SALE AND DISPENSING OF BEER AND WINE ONLY FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH AN EXISTING 2,996 SQUARE-FOOT RESTAURANT WITH 74 INTERIOR AND 40 OUTDOOR SEATS.",,CE-CATEGORICAL EXEMPTION
5/7/2015,ZA-2015-1753-CUB,17237 W VENTURA BLVD 91316,34.1609269,-118.5084514,5,Encino - Tarzana,"A CONDITIONAL USE TO PERMIT THE SALE AND DISPENSING OF BEER AND WINE ONLY FOR ON-SITE CONSUMPTION IN CONJUNCTION WITH AN EXISTING 2,996 SQUARE-FOOT RESTAURANT WITH 74 INTERIOR AND 40 OUTDOOR SEATS.",,CUB-Conditional Use Beverage-Alcohol
5/13/2015,DIR-2015-1836-SPP,9871 N SUNLAND BLVD 91040,34.249266,-118.347998,7,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,SECOND DWELLING UNIT TO AN EXISTING SINGLE FAMILY DWELLING,,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
5/13/2015,ENV-2015-1835-CE,9871 N SUNLAND BLVD 91040,34.249266,-118.347998,7,Sunland - Tujunga - Lake View Terrace - Shadow Hills - East La Tuna Canyon,SECOND DWELLING UNIT TO AN EXISTING SINGLE FAMILY DWELLING,,CE-CATEGORICAL EXEMPTION
5/4/2015,DIR-2015-1687-SPP,3138 N VERDUGO ROAD 90065,34.1077006,-118.2376348,1,Northeast Los Angeles,"PROPOSSED SFD WITH A 2-CAR GARAGE ON A UPSLOPER LOT. PROPOSED 2,397 SQ. FT. SFD WILL BE 3-LEVELS; 2-CAR GARAGE ON 1ST LEVEL AND LIIVING ON 2ND & 3RD LEVEL.",,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
5/4/2015,ENV-2015-1688-EAF,3138 N VERDUGO ROAD 90065,34.1077006,-118.2376348,1,Northeast Los Angeles,"PROPOSSED SFD WITH A 2-CAR GARAGE ON A UPSLOPER LOT. PROPOSED 2,397 SQ. FT. SFD WILL BE 3-LEVELS; 2-CAR GARAGE ON 1ST LEVEL AND LIIVING ON 2ND & 3RD LEVEL.",,EAF-ENVIRONMENTAL ASSESSMENT
5/15/2015,DIR-2015-1858-RAO,17317 W KINGSBURY ST 91344,34.26399,-118.511741,12,Granada Hills - Knollwood,A REASONABLE ACCOMMODATION TO PERMIT THE USE AND MAINTENANCE OF A 5?8? FENCE WITHIN THE FRONT YARD.,,RAO-REASONABLE ACCOMMODATION ORDINANCE
5/15/2015,ENV-2015-1859-CE,17317 W KINGSBURY ST 91344,34.26399,-118.511741,12,Granada Hills - Knollwood,A REASONABLE ACCOMMODATION TO PERMIT THE USE AND MAINTENANCE OF A 5?8? FENCE WITHIN THE FRONT YARD.,,CE-CATEGORICAL EXEMPTION
5/12/2015,DIR-2015-1812-SPP,1707 N BURNELL DR 90065,34.1020753,-118.2281441,1,Northeast Los Angeles,"CONSTRUCTION OF A NEW 3,097-SF, 2&1/2 STORY SINGLE-FAMILY DWELLING IN THE R1-1 ZONE OF THE MT. WASHINGTON/GLASSELL PARK SPECIFIC PLAN AREA.",,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
5/12/2015,ENV-2015-1813-EAF,1707 N BURNELL DR 90065,34.1020753,-118.2281441,1,Northeast Los Angeles,"CONSTRUCTION OF A NEW 3,097-SF, 2&1/2 STORY SINGLE-FAMILY DWELLING IN THE R1-1 ZONE OF THE MT. WASHINGTON/GLASSELL PARK SPECIFIC PLAN AREA.",,EAF-ENVIRONMENTAL ASSESSMENT
5/14/2015,ENV-2015-1839-EAF,162 N DOUGLAS ST 90026,34.0634201,-118.2587799,1,Westlake,6 UNIT SMALL LOT SUBDIVISION.,,EAF-ENVIRONMENTAL ASSESSMENT
5/14/2015,VTT-73168-SL,162 N DOUGLAS ST 90026,34.0634201,-118.2587799,1,Westlake,6 UNIT SMALL LOT SUBDIVISION.,,SL-SMALL LOT SUBDIVISION
5/11/2015,DIR-2015-1803-SPP-SPPA,330 N PATTON ST 90026,34.065899,-118.25844,1,Westlake,"PROJECT PERMIT COMPLIANCE AND PROJECT PERMIT ADJUSTMENTS FOR AN 81 FEET IN HEIGHT, 7-STORY 34 UNIT APARTMENT BUILDING WITH 48 PARKING SPACES.",,SPP-SPECIFIC PLAN PROJECT PERMIT COMPLIANCE
5/11/2015,ENV-2015-1804-EAF,330 N PATTON ST 90026,34.065899,-118.25844,1,Westlake,"PROJECT PERMIT COMPLIANCE AND PROJECT PERMIT ADJUSTMENTS FOR AN 81 FEET IN HEIGHT, 7-STORY 34 UNIT APARTMENT BUILDING WITH 48 PARKING SPACES.",,EAF-ENVIRONMENTAL ASSESSMENT
5/8/2015,AA-2015-1784-PMEX,6017 N RHODES AVE 91606,34.179849,-118.403364,2,North Hollywood - Valley Village,LOT LINE ADJUSTMENT BETWEEN TWO RESIDENTIAL PARCELS.,,PMEX-PARCEL MAP EXEMPTION
5/8/2015,DIR-2015-1785-CWC,118 N BEACHWOOD DR 90004,34.0741159,-118.321302,4,Wilshire,PURSUANT TO LAMC 12.20.3I CONFORMING WORK ON A CONTRIBUTING ELEMENT IN THE WINDSOR SQUARE HPOZ FOR WINDOW AND DOOR REPLACEMENT.,,CWC-CONFORMING WORK CONTRIBUTING ELEMENTS
5/7/2015,CHC-2015-1745-MA,530 S ROSSMORE AVE 90020,34.06434,-118.326946,4,Wilshire,MILLS ACT APPLICATION,,MA-MILLS ACT
5/7/2015,ENV-2015-1748-EAF,850 N SYCAMORE AVE 90038,34.086792,-118.342434,5,Hollywood,TENTATIVE TRACT MAP,,EAF-ENVIRONMENTAL ASSESSMENT
5/7/2015,TT-73521-CN,850 N SYCAMORE AVE 90038,34.086792,-118.342434,5,Hollywood,TENTATIVE TRACT MAP,,CN-NEW CONDOMINIUMS
5/7/2015,ZA-2015-1749-ZAA,850 N SYCAMORE AVE 90038,34.086792,-118.342434,5,Hollywood,TENTATIVE TRACT MAP,,"ZAA-AREA,HEIGHT,YARD,AND BLDG LINE ADJMNTS GT 20% (SLIGHT MODIFICATIONS)"
5/8/2015,CHC-2015-1776-MA,125 N VAN NESS AVE 90004,34.073699,-118.316163,4,Wilshire,MILLS ACT APPLICATION,,MA-MILLS ACT
5/15/2015,CPC-2008-9909-GPA-CUB-HD-BL-SPR-ZAD-CDO-PA1,5200 W WILSHIRE BLVD 90036,34.0619695,-118.3431716,4,Wilshire,GPA-GENERAL PLAN AMENDMENT,,()-
5/15/2015,ENV-2015-1867-CE,5200 W WILSHIRE BLVD 90036,34.0619695,-118.3431716,4,Wilshire,ALCOHOL BEVERAGES SALES IN CONJUNCTION WITH AN NEW RESTAURANT,,CE-CATEGORICAL EXEMPTION
5/15/2015,CHC-2015-1861-MAEX,454 S WINDSOR BLVD 90020,34.06561,-118.32099,4,Wilshire,MILLS ACT APPLICATION,,MAEX-MILLS ACT EXEMPTION
5/12/2015,DIR-2015-1816-SPR,959 E STADIUM WAY 90012,34.0949458,-118.244329,1,Central City North,"NEW 6-STORY, 158-UNIT APARTMENT BUILDING",,SPR-SITE PLAN REVIEW
5/12/2015,ENV-2015-1817-EAF,959 E STADIUM WAY 90012,34.0949458,-118.244329,1,Central City North,"NEW 6-STORY, 158-UNIT APARTMENT BUILDING",,EAF-ENVIRONMENTAL ASSESSMENT
